979.8215,0,0
979.8015,0,0
979.7515,0,0
979.71155,0,0
979.6416,0,0
979.6915,0,0
979.81146,0,0
979.84143,0,0
979.7515,0,0
979.66156,0,0
979.6316,0,0
979.6116,0,0
979.5916,0,0
979.5716,0,0
979.5416,0,0
979.7915,0,0
979.70154,0,0
979.60156,0,0
979.5316,0,0
979.49164,0,0
979.9814,0,0
980.0314,0,0
979.9314,0,0
979.87146,0,0
979.7615,0,0
979.6716,0,0
979.6316,0,0
979.5816,0,0
979.7715,0,0
979.86145,0,0
979.7715,0,0
979.71155,0,0
979.71155,0,0
979.6915,0,0
979.6116,0,0
979.55164,0,0
979.5316,0,0
979.50165,0,0
979.6915,0,0
979.7815,0,0
979.6316,0,0
979.5316,0,0
979.49164,0,0
979.6216,0,0
979.86145,0,0
979.7415,0,0
979.65155,0,0
979.6815,0,0
979.66156,0,0
979.6316,0,0
979.5716,0,0
979.6716,0,0
979.7615,0,0
979.7915,0,0
979.71155,0,0
979.5916,0,0
979.5316,0,0
979.49164,0,0
979.50165,0,0
979.49164,0,0
979.55164,0,0
979.5316,0,0
979.7515,0,0
979.6815,0,0
979.56165,0,0
979.5216,0,0
979.8315,0,0
979.9014,0,0
979.8215,0,0
979.7515,0,0
979.66156,0,0
979.71155,0,0
979.6716,0,0
979.5916,0,0
979.6915,0,0
979.7715,0,0
979.7315,0,0
979.66156,0,0
979.6316,0,0
979.5916,0,0
979.5316,0,0
979.51166,0,0
979.4717,0,0
979.56165,0,0
979.60156,0,0
979.5316,0,0
979.4717,0,0
979.45166,0,0
979.45166,0,0
979.70154,0,0
979.91144,0,0
979.86145,0,0
979.7515,0,0
979.6915,0,0
979.6815,0,0
979.6116,0,0
979.5716,0,0
979.8015,0,0
979.84143,0,0
979.7915,0,0
979.7415,0,0
979.66156,0,0
979.5916,0,0
979.5816,0,0
979.6116,0,0
979.55164,0,0
979.56165,0,0
979.51166,0,0
979.5216,0,0
979.49164,0,0
979.4717,0,0
979.5816,0,0
979.85144,0,0
979.9714,0,0
979.87146,0,0
979.8015,0,0
979.70154,0,0
979.6815,0,0
979.60156,0,0
979.60156,0,0
979.7715,0,0
979.85144,0,0
979.81146,0,0
979.71155,0,0
979.5916,0,0
979.56165,0,0
979.5216,0,0
979.4717,0,0
979.6416,0,0
979.6316,0,0
979.5716,0,0
979.51166,0,0
979.4717,0,0
979.45166,0,0
979.9514,0,0
980.07135,0,0
979.87146,0,0
979.7315,0,0
979.7915,0,0
979.6915,0,0
979.6416,0,0
979.5716,0,0
979.7715,0,0
979.7315,0,0
979.6716,0,0
979.71155,0,0
979.6416,0,0
979.55164,0,0
979.49164,0,0
979.51166,0,0
979.49164,0,0
979.65155,0,0
979.65155,0,0
979.6915,0,0
979.5716,0,0
979.50165,0,0
979.4717,0,0
979.91144,0,0
979.9714,0,0
979.85144,0,0
979.7415,0,0
979.6815,0,0
979.6915,0,0
979.5916,0,0
979.5916,0,0
979.7915,0,0
979.7615,0,0
979.6915,0,0
979.6915,0,0
979.60156,0,0
979.5316,0,0
979.50165,0,0
979.4717,0,0
979.45166,0,0
979.7515,0,0
979.65155,0,0
979.56165,0,0
979.51166,0,0
979.49164,0,0
979.81146,0,0
979.9914,0,0
979.91144,0,0
979.8215,0,0
979.6915,0,0
979.6216,0,0
979.6416,0,0
979.5816,0,0
979.55164,0,0
979.71155,0,0
979.70154,0,0
979.6316,0,0
979.55164,0,0
979.56165,0,0
979.5416,0,0
979.5316,0,0
979.51166,0,0
979.4817,0,0
979.7915,0,0
979.71155,0,0
979.6316,0,0
979.51166,0,0
979.4717,0,0
979.9014,0,0
979.9714,0,0
979.9214,0,0
979.7515,0,0
979.6915,0,0
979.6716,0,0
979.6316,0,0
979.55164,0,0
979.5916,0,0
979.7815,0,0
979.7415,0,0
979.6815,0,0
979.5816,0,0
979.5216,0,0
979.50165,0,0
979.51166,0,0
979.50165,0,0
979.49164,0,0
979.6815,0,0
979.8815,0,0
979.70154,0,0
979.56165,0,0
979.5216,0,0
979.5716,0,0
979.9514,0,0
979.91144,0,0
979.87146,0,0
979.7515,0,0
979.71155,0,0
979.71155,0,0
979.5916,0,0
979.5716,0,0
979.66156,0,0
979.72156,0,0
979.6815,0,0
979.5716,0,0
979.51166,0,0
979.4717,0,0
979.44165,0,0
979.4217,0,0
979.44165,0,0
979.81146,0,0
979.70154,0,0
979.5916,0,0
979.49164,0,0
979.44165,0,0
979.5316,0,0
980.05133,0,0
979.9314,0,0
979.9014,0,0
979.7715,0,0
979.70154,0,0
979.6815,0,0
979.60156,0,0
979.55164,0,0
979.6915,0,0
979.7315,0,0
979.6716,0,0
979.6116,0,0
979.5416,0,0
979.49164,0,0
979.4717,0,0
979.4617,0,0
979.4617,0,0
979.7615,0,0
979.81146,0,0
979.6716,0,0
979.5416,0,0
979.49164,0,0
979.4717,0,0
979.8215,0,0
979.91144,0,0
979.85144,0,0
979.7915,0,0
979.65155,0,0
979.7315,0,0
979.6716,0,0
979.5916,0,0
979.6116,0,0
979.6915,0,0
979.72156,0,0
979.6216,0,0
979.5716,0,0
979.5316,0,0
979.49164,0,0
979.4617,0,0
979.4317,0,0
979.4317,0,0
979.8914,0,0
979.7815,0,0
979.6316,0,0
979.5316,0,0
979.4817,0,0
979.7315,0,0
979.8914,0,0
979.8315,0,0
979.70154,0,0
979.7415,0,0
979.7315,0,0
979.65155,0,0
979.5716,0,0
979.56165,0,0
979.6915,0,0
979.7715,0,0
979.71155,0,0
979.6116,0,0
979.5416,0,0
979.49164,0,0
979.45166,0,0
979.44165,0,0
979.4317,0,0
979.44165,0,0
979.60156,0,0
979.72156,0,0
979.60156,0,0
979.55164,0,0
979.51166,0,0
979.87146,0,0
979.9914,0,0
979.91144,0,0
979.7615,0,0
979.6716,0,0
979.6915,0,0
979.6116,0,0
979.55164,0,0
979.55164,0,0
979.7615,0,0
979.81146,0,0
979.7515,0,0
979.6316,0,0
979.5816,0,0
979.5216,0,0
979.50165,0,0
979.4617,0,0
979.4717,0,0
979.6815,0,0
979.6915,0,0
979.6116,0,0
979.5316,0,0
979.49164,0,0
979.7515,0,0
979.9714,0,0
979.9314,0,0
979.7915,0,0
979.71155,0,0
979.6915,0,0
979.6216,0,0
979.55164,0,0
979.6316,0,0
979.7715,0,0
979.71155,0,0
979.72156,0,0
979.7515,0,0
979.9614,0,0
980.01135,0,0
980.01135,0,0
979.9514,0,0
979.9314,0,0
979.84143,0,0
980.2013,0,0
979.85144,0,0
979.71155,0,0
979.5716,0,0
979.86145,0,0
979.9714,0,0
979.8914,0,0
979.7515,0,0
979.6116,0,0
979.5416,0,0
979.4817,0,0
979.4217,0,0
979.5316,0,0
979.66156,0,0
979.6116,0,0
979.5916,0,0
979.9214,0,0
980.1813,0,0
980.32117,0,0
980.0913,0,0
979.81146,0,0
979.9214,0,0
979.7315,0,0
979.6815,0,0
979.51166,0,0
979.4317,0,0
979.55164,0,0
979.7315,0,0
979.7615,0,0
979.8315,0,0
979.6815,0,0
979.51166,0,0
979.5916,0,0
979.55164,0,0
979.45166,0,0
979.5716,0,0
979.70154,0,0
979.6116,0,0
979.5416,0,0
979.4617,0,0
979.4317,0,0
979.35175,0,0
979.31177,0,0
979.31177,0,0
979.65155,0,0
979.6316,0,0
979.51166,0,0
979.4117,0,0
979.3717,0,0
979.3917,0,0
979.9514,0,0
979.8914,0,0
979.7815,0,0
979.71155,0,0
979.6216,0,0
979.5216,0,0
979.4717,0,0
979.4217,0,0
979.6716,0,0
979.7615,0,0
979.72156,0,0
979.70154,0,0
979.6416,0,0
979.5716,0,0
979.5316,0,0
979.5216,0,0
979.4617,0,0
979.50165,0,0
979.55164,0,0
979.6316,0,0
979.55164,0,0
979.45166,0,0
979.4217,0,0
979.55164,0,0
979.87146,0,0
979.7415,0,0
979.65155,0,0
979.56165,0,0
979.6316,0,0
979.5916,0,0
979.5316,0,0
979.6216,0,0
979.7915,0,0
979.6815,0,0
979.6116,0,0
979.5916,0,0
979.5316,0,0
979.50165,0,0
979.5216,0,0
979.49164,0,0
979.5816,0,0
979.5316,0,0
979.4817,0,0
979.44165,0,0
979.4117,0,0
979.4117,0,0
979.91144,0,0
980.00134,0,0
979.84143,0,0
979.7315,0,0
979.66156,0,0
979.6416,0,0
979.55164,0,0
979.51166,0,0
979.7515,0,0
979.71155,0,0
979.6815,0,0
979.6116,0,0
979.5316,0,0
979.4717,0,0
979.44165,0,0
979.44165,0,0
979.4217,0,0
979.6316,0,0
979.55164,0,0
979.50165,0,0
979.4717,0,0
979.44165,0,0
979.6216,0,0
980.0913,0,0
979.9314,0,0
979.81146,0,0
979.6815,0,0
979.60156,0,0
979.5716,0,0
979.51166,0,0
979.56165,0,0
979.71155,0,0
979.7615,0,0
979.71155,0,0
979.6216,0,0
979.5716,0,0
979.5216,0,0
979.5316,0,0
979.5216,0,0
979.49164,0,0
979.7715,0,0
979.6716,0,0
979.5716,0,0
979.51166,0,0
979.4617,0,0
979.8215,0,0
979.9614,0,0
979.91144,0,0
979.81146,0,0
979.6815,0,0
979.72156,0,0
979.65155,0,0
979.56165,0,0
979.6116,0,0
979.7815,0,0
979.70154,0,0
979.6416,0,0
979.5716,0,0
979.5416,0,0
979.5916,0,0
979.5916,0,0
979.51166,0,0
979.5916,0,0
979.5816,0,0
979.6116,0,0
979.51166,0,0
979.44165,0,0
979.4217,0,0
979.5416,0,0
979.87146,0,0
979.7515,0,0
979.6815,0,0
979.60156,0,0
979.6216,0,0
979.5916,0,0
979.55164,0,0
979.71155,0,0
979.7715,0,0
979.66156,0,0
979.5816,0,0
979.5316,0,0
979.4817,0,0
979.4717,0,0
979.4617,0,0
979.4617,0,0
979.6116,0,0
979.5416,0,0
979.51166,0,0
979.4717,0,0
979.4617,0,0
979.5316,0,0
979.9014,0,0
979.81146,0,0
979.71155,0,0
979.6716,0,0
979.6716,0,0
979.6216,0,0
979.56165,0,0
979.6416,0,0
979.81146,0,0
979.72156,0,0
979.6815,0,0
979.6915,0,0
979.65155,0,0
979.5816,0,0
979.5216,0,0
979.49164,0,0
979.5816,0,0
979.55164,0,0
979.51166,0,0
979.4817,0,0
979.45166,0,0
979.4817,0,0
979.7715,0,0
980.00134,0,0
979.8315,0,0
979.71155,0,0
979.65155,0,0
979.6216,0,0
979.5816,0,0
979.6216,0,0
979.8015,0,0
979.8215,0,0
979.72156,0,0
979.6716,0,0
979.60156,0,0
979.5416,0,0
979.5416,0,0
979.5216,0,0
979.51166,0,0
979.8815,0,0
979.72156,0,0
979.5816,0,0
979.51166,0,0
979.50165,0,0
979.7315,0,0
980.00134,0,0
979.9014,0,0
979.86145,0,0
979.8315,0,0
979.72156,0,0
979.6416,0,0
979.5916,0,0
979.7415,0,0
979.70154,0,0
979.6316,0,0
979.5416,0,0
979.49164,0,0
979.45166,0,0
979.44165,0,0
979.44165,0,0
979.4317,0,0
979.8215,0,0
979.71155,0,0
979.6216,0,0
979.55164,0,0
979.49164,0,0
979.4717,0,0
980.0314,0,0
979.9414,0,0
979.8215,0,0
979.6915,0,0
979.71155,0,0
979.6316,0,0
979.5716,0,0
979.55164,0,0
979.70154,0,0
979.7315,0,0
979.6316,0,0
979.55164,0,0
979.5216,0,0
979.4717,0,0
979.4617,0,0
979.4317,0,0
979.4317,0,0
979.7415,0,0
979.6716,0,0
979.5916,0,0
979.50165,0,0
979.45166,0,0
979.44165,0,0
979.84143,0,0
980.01135,0,0
979.8315,0,0
979.6915,0,0
979.6915,0,0
979.6316,0,0
979.5716,0,0
979.5916,0,0
979.70154,0,0
979.66156,0,0
979.60156,0,0
979.5316,0,0
979.4717,0,0
979.4617,0,0
979.45166,0,0
979.45166,0,0
979.7815,0,0
979.7915,0,0
979.6716,0,0
979.55164,0,0
979.50165,0,0
979.4717,0,0
979.8315,0,0
979.9714,0,0
979.81146,0,0
979.7715,0,0
979.7515,0,0
979.6815,0,0
979.6116,0,0
979.5716,0,0
979.7315,0,0
979.7315,0,0
979.6216,0,0
979.5416,0,0
979.49164,0,0
979.4717,0,0
979.4717,0,0
979.45166,0,0
979.8914,0,0
979.7315,0,0
979.66156,0,0
979.5416,0,0
979.4717,0,0
979.4717,0,0
980.05133,0,0
979.9314,0,0
979.8815,0,0
979.7915,0,0
979.7615,0,0
979.70154,0,0
979.6116,0,0
979.60156,0,0
979.72156,0,0
979.71155,0,0
979.5916,0,0
979.51166,0,0
979.4717,0,0
979.45166,0,0
979.4217,0,0
979.40173,0,0
979.5916,0,0
979.6815,0,0
979.5916,0,0
979.51166,0,0
979.4317,0,0
979.4117,0,0
979.6716,0,0
980.05133,0,0
979.9414,0,0
979.7715,0,0
979.7415,0,0
979.6915,0,0
979.6716,0,0
979.60156,0,0
979.70154,0,0
979.70154,0,0
979.6416,0,0
979.5916,0,0
979.5716,0,0
979.51166,0,0
979.4717,0,0
979.4317,0,0
979.4317,0,0
979.4617,0,0
979.85144,0,0
979.6915,0,0
979.5716,0,0
979.51166,0,0
979.49164,0,0
979.55164,0,0
979.9314,0,0
979.81146,0,0
979.70154,0,0
979.65155,0,0
979.71155,0,0
979.6316,0,0
979.6116,0,0
979.71155,0,0
979.7515,0,0
979.7315,0,0
979.65155,0,0
979.5716,0,0
979.51166,0,0
979.49164,0,0
979.4717,0,0
979.4717,0,0
979.7715,0,0
979.7615,0,0
979.6716,0,0
979.55164,0,0
979.51166,0,0
979.5716,0,0
979.8914,0,0
979.7615,0,0
979.6815,0,0
979.65155,0,0
979.6416,0,0
979.5716,0,0
979.56165,0,0
979.6716,0,0
979.7515,0,0
979.70154,0,0
979.6116,0,0
979.55164,0,0
979.5216,0,0
979.49164,0,0
979.4717,0,0
979.7415,0,0
979.70154,0,0
979.65155,0,0
979.5716,0,0
979.49164,0,0
979.4717,0,0
979.8215,0,0
979.9514,0,0
979.9014,0,0
979.81146,0,0
979.7415,0,0
979.6915,0,0
979.65155,0,0
979.5816,0,0
979.6815,0,0
979.6716,0,0
979.5916,0,0
979.5816,0,0
979.5716,0,0
979.5216,0,0
979.4717,0,0
979.4817,0,0
979.4617,0,0
979.4617,0,0
979.91144,0,0
979.7515,0,0
979.6216,0,0
979.5416,0,0
979.49164,0,0
979.8315,0,0
980.0913,0,0
979.87146,0,0
979.72156,0,0
979.71155,0,0
979.7515,0,0
979.6716,0,0
979.5916,0,0
979.71155,0,0
979.7315,0,0
979.66156,0,0
979.56165,0,0
979.49164,0,0
979.4617,0,0
979.44165,0,0
979.4317,0,0
979.4317,0,0
979.8315,0,0
979.70154,0,0
979.6216,0,0
979.51166,0,0
979.45166,0,0
979.4317,0,0
979.9914,0,0
979.9014,0,0
979.9014,0,0
979.85144,0,0
979.7515,0,0
979.6915,0,0
979.60156,0,0
979.6116,0,0
979.71155,0,0
979.6815,0,0
979.5916,0,0
979.5216,0,0
979.4817,0,0
979.45166,0,0
979.4217,0,0
979.4217,0,0
979.9214,0,0
979.9514,0,0
979.7815,0,0
979.6216,0,0
979.5216,0,0
979.4817,0,0
980.0414,0,0
980.02136,0,0
979.91144,0,0
979.9014,0,0
979.7315,0,0
979.66156,0,0
979.6416,0,0
979.55164,0,0
979.56165,0,0
979.65155,0,0
979.6416,0,0
979.5716,0,0
979.5216,0,0
979.4817,0,0
979.45166,0,0
979.4217,0,0
979.40173,0,0
979.6116,0,0
979.7315,0,0
979.6216,0,0
979.5216,0,0
979.4617,0,0
979.44165,0,0
979.84143,0,0
979.9514,0,0
979.8315,0,0
979.7915,0,0
979.7515,0,0
979.7515,0,0
979.66156,0,0
979.5916,0,0
979.6815,0,0
979.6915,0,0
979.60156,0,0
979.51166,0,0
979.45166,0,0
979.4217,0,0
979.40173,0,0
979.3917,0,0
979.40173,0,0
979.66156,0,0
979.5816,0,0
979.5416,0,0
979.44165,0,0
979.4217,0,0
979.4117,0,0
979.8914,0,0
979.9314,0,0
979.8015,0,0
979.66156,0,0
979.6116,0,0
979.60156,0,0
979.56165,0,0
979.5416,0,0
979.6116,0,0
979.71155,0,0
979.70154,0,0
979.5916,0,0
979.5416,0,0
979.4817,0,0
979.4617,0,0
979.45166,0,0
979.44165,0,0
979.6416,0,0
979.7415,0,0
979.6416,0,0
979.5316,0,0
979.4717,0,0
979.45166,0,0
979.9514,0,0
979.9314,0,0
979.8215,0,0
979.72156,0,0
979.6716,0,0
979.6416,0,0
979.5716,0,0
979.5816,0,0
979.66156,0,0
979.72156,0,0
979.6416,0,0
979.56165,0,0
979.50165,0,0
979.4617,0,0
979.4317,0,0
979.4117,0,0
979.3917,0,0
979.7315,0,0
979.6416,0,0
979.5716,0,0
979.4817,0,0
979.44165,0,0
979.44165,0,0
979.9614,0,0
979.9314,0,0
979.84143,0,0
979.71155,0,0
979.6416,0,0
979.6815,0,0
979.6116,0,0
979.6216,0,0
979.7615,0,0
979.7915,0,0
979.6915,0,0
979.6216,0,0
979.5416,0,0
979.50165,0,0
979.4817,0,0
979.4717,0,0
979.4817,0,0
979.60156,0,0
979.70154,0,0
979.60156,0,0
979.50165,0,0
979.4617,0,0
979.49164,0,0
980.02136,0,0
979.85144,0,0
979.7715,0,0
979.6716,0,0
979.60156,0,0
979.5716,0,0
979.5416,0,0
979.6316,0,0
979.6915,0,0
979.6815,0,0
979.5916,0,0
979.5316,0,0
979.4817,0,0
979.45166,0,0
979.4217,0,0
979.4217,0,0
979.44165,0,0
979.81146,0,0
979.6815,0,0
979.56165,0,0
979.50165,0,0
979.4817,0,0
979.6216,0,0
980.02136,0,0
979.85144,0,0
979.7515,0,0
979.7415,0,0
979.7415,0,0
979.66156,0,0
979.6216,0,0
979.72156,0,0
979.8015,0,0
979.7415,0,0
979.6416,0,0
979.55164,0,0
979.49164,0,0
979.4617,0,0
979.44165,0,0
979.4317,0,0
979.72156,0,0
979.81146,0,0
979.7515,0,0
979.6216,0,0
979.50165,0,0
979.4617,0,0
979.8315,0,0
980.2013,0,0
979.9414,0,0
979.84143,0,0
979.7815,0,0
979.6915,0,0
979.65155,0,0
979.60156,0,0
979.72156,0,0
979.86145,0,0
979.7615,0,0
979.66156,0,0
979.6116,0,0
979.5216,0,0
979.4817,0,0
979.44165,0,0
979.4317,0,0
979.6216,0,0
979.6416,0,0
979.5416,0,0
979.4817,0,0
979.44165,0,0
979.4217,0,0
979.9314,0,0
979.9614,0,0
979.8815,0,0
979.7615,0,0
979.70154,0,0
979.66156,0,0
979.5916,0,0
979.5416,0,0
979.66156,0,0
979.72156,0,0
979.66156,0,0
979.5916,0,0
979.5216,0,0
979.4817,0,0
979.4617,0,0
979.4317,0,0
979.4317,0,0
979.65155,0,0
979.60156,0,0
979.6216,0,0
979.55164,0,0
979.4617,0,0
979.4617,0,0
979.4817,0,0
980.1113,0,0
980.01135,0,0
979.8215,0,0
979.7415,0,0
979.6815,0,0
979.66156,0,0
979.60156,0,0
979.6316,0,0
979.65155,0,0
979.66156,0,0
979.6216,0,0
979.55164,0,0
979.50165,0,0
979.4717,0,0
979.44165,0,0
979.44165,0,0
979.44165,0,0
979.66156,0,0
979.5916,0,0
979.5416,0,0
979.4817,0,0
979.4617,0,0
979.4617,0,0
979.9814,0,0
979.91144,0,0
979.7615,0,0
979.72156,0,0
979.70154,0,0
979.6416,0,0
979.5716,0,0
979.65155,0,0
979.7615,0,0
979.6915,0,0
979.60156,0,0
979.5216,0,0
979.50165,0,0
979.4817,0,0
979.4717,0,0
979.4817,0,0
979.8315,0,0
979.70154,0,0
979.60156,0,0
979.55164,0,0
979.50165,0,0
979.49164,0,0
980.0813,0,0
979.9514,0,0
979.84143,0,0
979.7615,0,0
979.6815,0,0
979.6216,0,0
979.5416,0,0
979.56165,0,0
979.7715,0,0
979.8015,0,0
979.7315,0,0
979.6716,0,0
979.5916,0,0
979.5416,0,0
979.5216,0,0
979.49164,0,0
979.7515,0,0
979.84143,0,0
979.72156,0,0
979.5816,0,0
979.51166,0,0
979.49164,0,0
979.6416,0,0
980.0414,0,0
979.87146,0,0
979.71155,0,0
979.72156,0,0
979.66156,0,0
979.60156,0,0
979.55164,0,0
979.70154,0,0
979.6716,0,0
979.5916,0,0
979.5716,0,0
979.5216,0,0
979.4817,0,0
979.4617,0,0
979.45166,0,0
979.45166,0,0
979.7415,0,0
979.6416,0,0
979.56165,0,0
979.4817,0,0
979.45166,0,0
979.4617,0,0
980.0314,0,0
979.9414,0,0
979.7915,0,0
979.72156,0,0
979.66156,0,0
979.60156,0,0
979.5416,0,0
979.6216,0,0
979.7715,0,0
979.7815,0,0
979.6815,0,0
979.60156,0,0
979.5316,0,0
979.50165,0,0
979.4717,0,0
979.4717,0,0
979.71155,0,0
979.66156,0,0
979.5816,0,0
979.5316,0,0
979.49164,0,0
979.4817,0,0
979.72156,0,0
979.9414,0,0
979.7915,0,0
979.7415,0,0
979.6316,0,0
979.6216,0,0
979.5716,0,0
979.5416,0,0
979.6316,0,0
979.8015,0,0
979.7715,0,0
979.6815,0,0
979.6216,0,0
979.5416,0,0
979.49164,0,0
979.45166,0,0
979.44165,0,0
979.66156,0,0
979.60156,0,0
979.5416,0,0
979.4817,0,0
979.4617,0,0
979.6116,0,0
980.06134,0,0
979.9614,0,0
979.7815,0,0
979.6915,0,0
979.66156,0,0
979.6216,0,0
979.55164,0,0
979.5416,0,0
979.72156,0,0
979.7815,0,0
979.7315,0,0
979.6116,0,0
979.5316,0,0
979.4817,0,0
979.45166,0,0
979.44165,0,0
979.44165,0,0
979.5316,0,0
979.6716,0,0
979.55164,0,0
979.4617,0,0
979.44165,0,0
979.6216,0,0
980.23126,0,0
979.9614,0,0
979.7715,0,0
979.6815,0,0
979.6116,0,0
979.56165,0,0
979.5216,0,0
979.6815,0,0
979.8215,0,0
979.7915,0,0
979.6815,0,0
979.6116,0,0
979.5416,0,0
979.4817,0,0
979.4617,0,0
979.45166,0,0
979.65155,0,0
979.6716,0,0
979.5716,0,0
979.5216,0,0
979.4617,0,0
979.4617,0,0
980.02136,0,0
980.1013,0,0
979.8815,0,0
979.7615,0,0
979.66156,0,0
979.60156,0,0
979.5216,0,0
979.50165,0,0
979.6216,0,0
979.6815,0,0
979.66156,0,0
979.60156,0,0
979.55164,0,0
979.49164,0,0
979.44165,0,0
979.4217,0,0
979.4217,0,0
979.5816,0,0
979.7515,0,0
979.6416,0,0
979.5216,0,0
979.4817,0,0
979.4617,0,0
979.7815,0,0
980.16125,0,0
979.9214,0,0
979.7615,0,0
979.7615,0,0
979.70154,0,0
979.6216,0,0
979.66156,0,0
979.7815,0,0
979.6915,0,0
979.65155,0,0
979.5816,0,0
979.5416,0,0
979.50165,0,0
979.4817,0,0
979.44165,0,0
979.45166,0,0
979.7915,0,0
979.66156,0,0
979.5716,0,0
979.50165,0,0
979.4617,0,0
979.4717,0,0
979.8315,0,0
979.9414,0,0
979.8315,0,0
979.6915,0,0
979.66156,0,0
979.6116,0,0
979.56165,0,0
979.66156,0,0
979.81146,0,0
979.7315,0,0
979.6116,0,0
979.6116,0,0
979.5916,0,0
979.5216,0,0
979.4817,0,0
979.4817,0,0
979.9414,0,0
979.7615,0,0
979.6716,0,0
979.5416,0,0
979.50165,0,0
979.6316,0,0
979.8815,0,0
979.9214,0,0
979.8914,0,0
979.7715,0,0
979.72156,0,0
979.6815,0,0
979.5816,0,0
979.6216,0,0
979.7315,0,0
979.7415,0,0
979.66156,0,0
979.60156,0,0
979.5816,0,0
979.55164,0,0
979.5216,0,0
979.5316,0,0
979.8315,0,0
979.7415,0,0
979.7815,0,0
979.6216,0,0
979.5216,0,0
979.60156,0,0
980.00134,0,0
979.9914,0,0
979.9414,0,0
979.85144,0,0
979.7515,0,0
979.71155,0,0
979.6216,0,0
979.5416,0,0
979.6316,0,0
979.6716,0,0
979.6316,0,0
979.56165,0,0
979.55164,0,0
979.4817,0,0
979.45166,0,0
979.4317,0,0
979.4117,0,0
979.5716,0,0
979.6116,0,0
979.56165,0,0
979.49164,0,0
979.4317,0,0
979.4317,0,0
979.9414,0,0
979.86145,0,0
979.7615,0,0
979.65155,0,0
979.6116,0,0
979.6316,0,0
979.5716,0,0
979.55164,0,0
979.6716,0,0
979.7515,0,0
979.6915,0,0
979.5916,0,0
979.51166,0,0
979.49164,0,0
979.4717,0,0
979.45166,0,0
979.44165,0,0
979.7515,0,0
979.6716,0,0
979.6316,0,0
979.5216,0,0
979.4817,0,0
979.4717,0,0
980.0314,0,0
980.1113,0,0
979.9014,0,0
979.7715,0,0
979.72156,0,0
979.6716,0,0
979.5816,0,0
979.55164,0,0
979.70154,0,0
979.6915,0,0
979.6216,0,0
979.5816,0,0
979.5416,0,0
979.50165,0,0
979.4717,0,0
979.4617,0,0
979.7315,0,0
979.7915,0,0
979.66156,0,0
979.55164,0,0
979.49164,0,0
979.4717,0,0
979.87146,0,0
980.0314,0,0
979.87146,0,0
979.7315,0,0
979.6716,0,0
979.6316,0,0
979.55164,0,0
979.5316,0,0
979.6416,0,0
979.5916,0,0
979.5316,0,0
979.51166,0,0
979.49164,0,0
979.4617,0,0
979.45166,0,0
979.44165,0,0
979.44165,0,0
979.9614,0,0
979.8015,0,0
979.70154,0,0
979.5716,0,0
979.5316,0,0
979.51166,0,0
980.0314,0,0
979.9714,0,0
979.81146,0,0
979.6915,0,0
979.6216,0,0
979.6716,0,0
979.6216,0,0
979.5916,0,0
979.6716,0,0
979.7715,0,0
979.6915,0,0
979.60156,0,0
979.55164,0,0
979.51166,0,0
979.49164,0,0
979.4817,0,0
979.9914,0,0
980.00134,0,0
979.8215,0,0
979.6716,0,0
979.56165,0,0
979.5216,0,0
979.6716,0,0
980.1113,0,0
979.9514,0,0
979.7715,0,0
979.7315,0,0
979.6915,0,0
979.6116,0,0
979.5316,0,0
979.66156,0,0
979.6915,0,0
979.66156,0,0
979.5916,0,0
979.5216,0,0
979.49164,0,0
979.4617,0,0
979.45166,0,0
979.4317,0,0
979.8215,0,0
979.81146,0,0
979.6716,0,0
979.5916,0,0
979.50165,0,0
979.4717,0,0
979.71155,0,0
979.91144,0,0
979.8315,0,0
979.7815,0,0
979.6815,0,0
979.7715,0,0
979.6716,0,0
979.6116,0,0
979.65155,0,0
979.7315,0,0
979.71155,0,0
979.6316,0,0
979.5716,0,0
979.50165,0,0
979.4617,0,0
979.44165,0,0
979.4317,0,0
979.70154,0,0
979.70154,0,0
979.6716,0,0
979.55164,0,0
979.4717,0,0
979.45166,0,0
979.56165,0,0
980.07135,0,0
980.01135,0,0
979.9914,0,0
979.7915,0,0
979.71155,0,0
979.66156,0,0
979.5816,0,0
979.6316,0,0
979.7315,0,0
979.7415,0,0
979.6416,0,0
979.56165,0,0
979.50165,0,0
979.4617,0,0
979.45166,0,0
979.4317,0,0
979.7315,0,0
979.6316,0,0
979.55164,0,0
979.4717,0,0
979.44165,0,0
979.4317,0,0
980.07135,0,0
979.9414,0,0
979.85144,0,0
979.81146,0,0
979.6815,0,0
979.6815,0,0
979.5816,0,0
979.5716,0,0
979.6716,0,0
979.7315,0,0
979.6116,0,0
979.5216,0,0
979.4817,0,0
979.4717,0,0
979.45166,0,0
979.4317,0,0
979.4317,0,0
979.8815,0,0
979.7515,0,0
979.66156,0,0
979.55164,0,0
979.50165,0,0
979.4817,0,0
979.7315,0,0
980.02136,0,0
979.8914,0,0
979.7415,0,0
979.72156,0,0
979.6716,0,0
979.6116,0,0
979.5816,0,0
979.70154,0,0
979.7515,0,0
979.65155,0,0
979.5716,0,0
979.50165,0,0
979.45166,0,0
979.44165,0,0
979.4317,0,0
979.6416,0,0
979.71155,0,0
979.9714,0,0
979.7415,0,0
979.5716,0,0
979.5316,0,0
979.7815,0,0
980.05133,0,0
979.9214,0,0
979.8914,0,0
979.7315,0,0
979.66156,0,0
979.6316,0,0
979.55164,0,0
979.6216,0,0
979.65155,0,0
979.6116,0,0
979.5316,0,0
